Rrs443,Rrs490,Rrs560,Rrs665,Rrs705,Rrs740,Rrs783,Rrs865,date,grid_id,lat,lon,scene_id,system:time_start,chlorophyll_a,water_class,log_chl_a,neighbor_chl_mean,neighbor_chl_std,neighbor_chl_min,neighbor_chl_max,neighbor_count,day_of_year,month,season
0.0082442260521601,0.010504226244065,0.0147695787189278,0.0105360572326834,0.0106633811871569,0.006970986507425,0.0080850711090682,0.0066526766212412,2024-06-09,grid_0_14,-18.95471187194924,-45.32488813953489,S2B_MSIL2A_20240609T131249_N0510_R138_T23KMV_20240609T151752,1717939049186,34.09334296967592,4,1.5326695873861944,7.143104587327981,0.0,7.143104587327981,7.143104587327981,1,161,6,3
0.0072892963936088,0.0078622541887396,0.013273522253864,0.0085943669269623,0.0081805640749234,0.0021326762374313,0.0033740847935481,0.0015597184423005,2024-06-14,grid_0_14,-18.95471187194924,-45.32488813953489,S2A_MSIL2A_20240614T131251_N0510_R138_T23KMV_20240614T195152,1718371052068,31.028812076429187,4,1.4917651491411343,8.696985524392433,0.0,8.696985524392433,8.696985524392433,1,166,6,3
0.0070664794732801,0.0097084515286056,0.0140692969693235,0.0103769022895915,0.009994930426171,0.0048064792813752,0.0052521131220325,0.0050611271903222,2024-06-19,grid_0_14,-18.95471187194924,-45.32488813953489,S2B_MSIL2A_20240619T131249_N0510_R138_T23KMV_20240619T152201,1718803048316,25.529730938418243,4,1.4070462377350763,3.9824351022181834,0.0,3.9824351022181834,3.9824351022181834,1,171,6,3
0.0079895781432131,0.0083078880293969,0.0137828180717581,0.0103132403123548,0.0108225361302488,0.0047428173041384,0.006302535746439,0.0048064792813752,2024-06-24,grid_0_14,-18.95471187194924,-45.32488813953489,S2A_MSIL2A_20240624T131251_N0510_R138_T23KMV_20240624T181149,1719235049942,46.63094718255803,4,1.6686742370710583,9.663569450849495,0.0,9.663569450849495,9.663569450849495,1,176,6,3
0.0085625359383439,0.0113954939253797,0.015788170354716,0.0131143673107721,0.0146422547644543,0.0078304232001212,0.0091036627448564,0.0089445078017645,2024-06-29,grid_0_14,-18.95471187194924,-45.32488813953489,S2B_MSIL2A_20240629T131249_N0510_R138_T23KMV_20240629T140827,1719667049933,49.54613828032854,4,1.695009810407543,7.69375015844482,0.0,7.69375015844482,7.69375015844482,1,181,6,3
0.0088808458245277,0.0086261979155807,0.0145467617985992,0.0130507053335354,0.0139101420262316,0.0079259161659763,0.0084352119838704,0.0066845076098596,2024-07-04,grid_0_14,-18.95471187194924,-45.32488813953489,S2A_MSIL2A_20240704T131251_N0510_R138_T23KMV_20240704T180750,1720099049631,63.80101175103895,4,1.804827565780869,13.726408309056682,0.0,13.726408309056682,13.726408309056682,1,186,7,4
0.0102814093237364,0.0120002827091289,0.0179208465921474,0.0192895791027377,0.0221543680783918,0.0176661986832003,0.0177935226376739,0.0164247901270836,2024-07-09,grid_0_14,-18.95471187194924,-45.32488813953489,S2B_MSIL2A_20240709T131249_N0510_R138_T23KMV_20240709T151837,1720531048537,73.46634105239056,5,1.8660884106035052,6.986255998893289,0.0,6.986255998893289,6.986255998893289,1,191,7,4
0.0093901416424218,0.0085307049497255,0.0155016914571506,0.0188439452620804,0.0223771849987204,0.0155016914571506,0.0172842268197798,0.0134008462083375,2024-07-14,grid_0_14,-18.95471187194924,-45.32488813953489,S2A_MSIL2A_20240714T131241_N0510_R138_T23KMV_20240714T180151,1720963048129,108.12189029994752,5,2.033913629883328,7.455614062854215,0.0,7.455614062854215,7.455614062854215,1,196,7,4
0.0103450713009731,0.0115864798570899,0.0176661986832003,0.0228864808166145,0.0272791572459508,0.021836058192208,0.0229183118052329,0.0217087342377345,2024-07-19,grid_0_14,-18.95471187194924,-45.32488813953489,S2B_MSIL2A_20240719T131249_N0510_R138_T23KMV_20240719T170324,1721395049540,90.7873687971094,5,1.9580254295419417,4.047628174487962,0.0,4.047628174487962,4.047628174487962,1,201,7,4
0.0091673247220931,0.0136236631286662,0.0191622551482642,0.008148733086305,0.006047887837492,0.0038833806114422,0.0048701412586119,0.0038197186342054,2024-06-09,grid_0_15,-18.95471187194924,-45.30815772093024,S2B_MSIL2A_20240609T131249_N0510_R138_T23KMV_20240609T151752,1717939049186,7.143104587327981,4,0.8538870089887298,20.97116456619539,13.12217840348053,7.848986162714862,34.09334296967592,2,161,6,3
