Rrs443,Rrs490,Rrs560,Rrs665,Rrs705,Rrs740,Rrs783,Rrs865,date,grid_id,lat,lon,scene_id,system:time_start,chlorophyll_a,water_class,log_chl_a
0.00824422605216018,0.010504226244065093,0.01476957871892789,0.010536057232683473,0.010663381187156989,0.006970986507425015,0.008085071109068285,0.006652676621241226,2024-06-09,grid_0_14,-18.954711871949236,-45.32488813953489,S2B_MSIL2A_20240609T131249_N0510_R138_T23KMV_20240609T151752,1717939049186,34.09334296967592,4,1.5326695873861944
0.007289296393608807,0.00786225418873963,0.013273522253864072,0.008594366926962348,0.008180564074923421,0.0021326762374313975,0.0033740847935481814,0.0015597184423005743,2024-06-14,grid_0_14,-18.954711871949236,-45.32488813953489,S2A_MSIL2A_20240614T131251_N0510_R138_T23KMV_20240614T195152,1718371052068,31.028812076429187,4,1.4917651491411343
0.007066479473280153,0.009708451528605617,0.014069296969323549,0.010376902289591577,0.009994930426171028,0.00480647928137524,0.0052521131220325465,0.005061127190322272,2024-06-19,grid_0_14,-18.954711871949236,-45.32488813953489,S2B_MSIL2A_20240619T131249_N0510_R138_T23KMV_20240619T152201,1718803048316,25.529730938418243,4,1.4070462377350765
0.007989578143213147,0.008307888029396937,0.013782818071758138,0.010313240312354817,0.010822536130248884,0.004742817304138482,0.006302535746439056,0.00480647928137524,2024-06-24,grid_0_14,-18.954711871949236,-45.32488813953489,S2A_MSIL2A_20240624T131251_N0510_R138_T23KMV_20240624T181149,1719235049942,46.63094718255803,4,1.6686742370710583
0.00856253593834397,0.011395493925379706,0.01578817035471602,0.013114367310772177,0.014642254764454372,0.00783042320012125,0.009103662744856413,0.008944507801764518,2024-06-29,grid_0_14,-18.954711871949236,-45.32488813953489,S2B_MSIL2A_20240629T131249_N0510_R138_T23KMV_20240629T140827,1719667049933,49.54613828032854,4,1.695009810407543
0.00888084582452776,0.008626197915580728,0.014546761798599235,0.013050705333535419,0.013910142026231654,0.007925916165976389,0.008435211983870454,0.006684507609859605,2024-07-04,grid_0_14,-18.954711871949236,-45.32488813953489,S2A_MSIL2A_20240704T131251_N0510_R138_T23KMV_20240704T180750,1720099049631,63.80101175103895,4,1.804827565780869
0.01028140932373644,0.01200028270912891,0.017920846592147415,0.019289579102737715,0.022154368078391835,0.017666198683200383,0.017793522637673902,0.0164247901270836,2024-07-09,grid_0_14,-18.954711871949236,-45.32488813953489,S2B_MSIL2A_20240709T131249_N0510_R138_T23KMV_20240709T151837,1720531048537,73.46634105239056,5,1.8660884106035054
0.009390141642421825,0.00853070494972559,0.015501691457150607,0.01884394526208041,0.022377184998720486,0.015501691457150607,0.017284226819779834,0.01340084620833759,2024-07-14,grid_0_14,-18.954711871949236,-45.32488813953489,S2A_MSIL2A_20240714T131241_N0510_R138_T23KMV_20240714T180151,1720963048129,108.12189029994751,5,2.0339136298833282
0.010345071300973197,0.01158647985708998,0.017666198683200383,0.02288648081661455,0.027279157245950862,0.021836058192208043,0.022918311805232933,0.021708734237734523,2024-07-19,grid_0_14,-18.954711871949236,-45.32488813953489,S2B_MSIL2A_20240719T131249_N0510_R138_T23KMV_20240719T170324,1721395049540,90.7873687971094,5,1.9580254295419417
0.009167324722093173,0.013623663128666242,0.0191622551482642,0.008148733086305041,0.006047887837492023,0.0038833806114422467,0.004870141258611998,0.003819718634205488,2024-06-09,grid_0_15,-18.954711871949236,-45.30815772093024,S2B_MSIL2A_20240609T131249_N0510_R138_T23KMV_20240609T151752,1717939049186,7.143104587327981,4,0.8538870089887298
